age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
45~64,Alone,0,1,Business,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Friends/Relatives,4,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,5,Cash,Yes,4,CHINA,3
45~64,Spouse and Children,2,1,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Cash,Yes,3,SPAIN,2
1~24,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,5,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,4,Cash,Yes,5,ISRAEL,4
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,6,Cash,Yes,2,GERMANY,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,No,2,SOUTH AFRICA,4
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Friends/Relatives,3,0,Leisure and Holidays,Conference tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Cash,Yes,3,POLAND,3
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,1,SPAIN,2
65+,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,Credit Card,Yes,1,CANADA,3
25~44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,15,Cash,Yes,2,GERMANY,2
1~24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Cultural tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,2
45~64,Alone,0,1,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,CANADA,2
45~64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,3,ITALY,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Spouse,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
1~24,Friends/Relatives,1,12,Leisure and Holidays,Conference tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,2,Cash,Yes,13,KOREA,2
25~44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,61,Cash,Yes,1,MALAYSIA,2
65+,Children,3,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,4,4,Cash,Yes,4,UNITED KINGDOM,4
45~64,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,17,0,Cash,Yes,1,POLAND,2
1~24,Spouse and Children,4,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,13,3,Cash,Yes,6,FRANCE,4
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,0,7,Cash,Yes,2,ITALY,3
25~44,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,Cash,Yes,1,RWANDA,1
45~64,Alone,0,1,Other,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
45~64,Friends/Relatives,4,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,4,Credit Card,Yes,7,UNITED KINGDOM,4
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,5,Cash,Yes,1,SWIZERLAND,2
45~64,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,21,0,Cash,Yes,1,UNITED KINGDOM,1
65+,Spouse,0,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,14,0,Cash,Yes,0,UNITED STATES OF AMERICA,3
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,4,Cash,Yes,2,SOUTH AFRICA,4
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Alone,0,1,Other,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,2,1,Volunteering,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,43,10,Cash,Yes,3,DENMARK,2
45~64,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
45~64,Spouse and Children,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,5,Credit Card,Yes,3,UNITED KINGDOM,4
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,3,2,Cash,No,2,GERMANY,3
25~44,Blank,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,UGANDA,1
25~44,Blank,1,2,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,6,Cash,Yes,3,UNITED STATES OF AMERICA,3
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,No,1,MALAYSIA,2
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,3,Cash,Yes,1,UNITED KINGDOM,3
1~24,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,4,Cash,Yes,1,UNITED KINGDOM,2
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,3,Cash,No,1,UNITED KINGDOM,2
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,12,4,Cash,Yes,1,UNITED KINGDOM,2
25~44,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,RWANDA,1
25~44,Alone,0,1,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
65+,Children,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,4,10,Cash,Yes,2,ITALY,3
25~44,Blank,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,No,Yes,No,0,7,Cash,Yes,1,ITALY,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,No,No,Yes,No,0,7,Cash,Yes,2,ITALY,3
45~64,Children,2,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Cash,Yes,2,ITALY,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,2,QATAR,2
25~44,Blank,1,0,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Credit Card,Yes,2,UNITED KINGDOM,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,2,FRANCE,1
25~44,Alone,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,4,0,Credit Card,No,1,NETHERLANDS,1
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,19,3,Cash,Yes,2,UNITED KINGDOM,2
25~44,Spouse and Children,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,7,Credit Card,Yes,3,SWIZERLAND,3
25~44,Children,1,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Credit Card,No,2,UNITED KINGDOM,2
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,FRANCE,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Cash,Yes,2,SWEDEN,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
45~64,Friends/Relatives,1,1,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Credit Card,No,2,SWEDEN,1
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,Yes,1,AUSTRALIA,2
45~64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,Cash,No,1,UAE,2
1~24,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,Cash,Yes,1,GERMANY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,6,4,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Cash,Yes,2,UNITED STATES OF AMERICA,4
45~64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,7,5,Cash,Yes,3,UNITED KINGDOM,3
25~44,Alone,0,1,Business,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,ZIMBABWE,1
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,No,No,10,3,Cash,No,1,UNITED KINGDOM,2
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,3,Cash,Yes,1,AUSTRALIA,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,0,7,Cash,Yes,2,ITALY,2
25~44,Friends/Relatives,1,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,10,Cash,Yes,2,GERMANY,2
25~44,Alone,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,KOREA,2
45~64,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,13,Cash,No,2,OMAN,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10,5,Cash,Yes,2,FRANCE,3
45~64,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,2,Cash,Yes,1,UNITED KINGDOM,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,0,2,Business,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Cash,No,2,ZIMBABWE,2
45~64,Blank,0,1,Leisure and Holidays,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,BURUNDI,1
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,BURUNDI,1
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,3,Cash,Yes,1,GERMANY,2
25~44,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,14,Cash,Yes,3,ITALY,2
25~44,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,2,ZAMBIA,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Cash,No,2,UNITED KINGDOM,3
45~64,Spouse and Children,5,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,5,Cash,Yes,6,UAE,3
45~64,Blank,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,5,3,Cash,Yes,1,SPAIN,3
45~64,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,ZIMBABWE,1
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,2
1~24,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,9,0,Cash,No,1,JAPAN,2
1~24,Alone,1,0,Volunteering,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,15,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,0,1,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,KENYA,1
65+,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,1,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,No,4,INDIA,4
1~24,Friends/Relatives,0,2,Leisure and Holidays,Hunting tourism,others,Independent,No,No,No,No,No,No,No,0,12,Cash,Yes,2,SWIZERLAND,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,4,Cash,Yes,2,SOUTH AFRICA,4
45~64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,1,13,Cash,Yes,3,ITALY,2
25~44,Alone,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Credit Card,No,1,ZAMBIA,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,KENYA,1
45~64,Spouse and Children,3,3,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,12,Cash,No,6,UNITED KINGDOM,2
25~44,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,11,Cash,Yes,3,POLAND,3
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,Yes,No,10,6,Cash,Yes,2,FRANCE,3
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,11,Cash,Yes,2,ITALY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,4
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,1,AUSTRALIA,2
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,1,UNITED KINGDOM,3
25~44,Friends/Relatives,2,2,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,4,O-HIC,3
1~24,Blank,0,1,Scientific and Academic,Hunting tourism,others,Package Tour,No,Yes,Yes,No,No,Yes,No,3,0,Cash,Yes,1,JAPAN,2
1~24,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,4,0,Cash,Yes,1,CANADA,2
1~24,Friends/Relatives,2,2,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,5,0,Cash,No,4,ITALY,1
1~24,Alone,0,1,Leisure and Holidays,Hunting tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,14,14,Cash,Yes,1,DENMARK,4
1~24,Alone,0,1,Meetings and Conference,Mountain climbing,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,KENYA,1
25~44,Blank,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Cash,Yes,1,KOREA,2
25~44,Alone,0,1,Business,Hunting tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,SOUTH AFRICA,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,2,Cash,Yes,2,UNITED STATES OF AMERICA,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,3,Credit Card,No,2,KENYA,2
25~44,Friends/Relatives,1,3,Meetings and Conference,Mountain climbing,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,1,0,Cash,No,4,KENYA,1
25~44,Friends/Relatives,0,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,0,Credit Card,Yes,1,SOUTH AFRICA,2
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,2,SOUTH AFRICA,2
45~64,Children,1,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Cash,Yes,2,GERMANY,2
1~24,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,1,JAPAN,2
1~24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,5,Cash,Yes,2,UNITED KINGDOM,2
1~24,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,3,Cash,Yes,2,CHINA,2
25~44,Alone,1,0,Meetings and Conference,Beach tourism,others,Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,KENYA,1
25~44,Blank,0,1,Business,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,3,Cash,No,1,KENYA,2
45~64,Blank,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,16,0,Cash,Yes,1,SPAIN,2
25~44,Friends/Relatives,3,3,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,10,Cash,Yes,6,FRANCE,3
45~64,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,7,Cash,Yes,2,ITALY,2
45~64,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,12,Cash,Yes,2,ITALY,3
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,0,Cash,Yes,1,UNITED KINGDOM,3
45~64,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,12,9,Cash,No,2,GREECE,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,3,Cash,Yes,2,FRANCE,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Cash,Yes,2,NEW ZEALAND,2
25~44,Blank,0,1,Business,Wildlife tourism,Trade fair,Independent,No,No,No,No,No,No,No,9,0,Cash,No,1,DENMARK,2
45~64,Children,3,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,No,No,6,7,Cash,Yes,5,DENMARK,4
25~44,Blank,1,0,Meetings and Conference,Mountain climbing,Trade fair,Independent,No,No,No,No,No,No,No,2,0,Credit Card,No,1,SOUTH AFRICA,2
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,20,0,Cash,No,1,UNITED KINGDOM,2
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,0,Cash,Yes,1,UNITED KINGDOM,2
25~44,Friends/Relatives,0,2,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,2,UGANDA,1
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,3,0,Cash,Yes,1,CANADA,2
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,15,2,Cash,Yes,1,POLAND,1
45~64,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,No,1,KENYA,1
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,BURUNDI,1
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,0,7,Cash,Yes,2,ITALY,2
1~24,Children,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,2,UNITED KINGDOM,1
1~24,Friends/Relatives,2,2,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,4,0,Cash,Yes,4,GERMANY,1
25~44,Friends/Relatives,2,0,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,17,6,Cash,Yes,2,NEW ZEALAND,3
65+,Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,No,No,6,0,Cash,Yes,3,UNITED STATES OF AMERICA,4
