age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,payment_mode,first_trip_tz,total_people,country_new,cost_category
1~24,Friends/Relatives,2,2,Visiting Friends and Relatives,business,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,No,0,7,Cash,Yes,4,ITALY,3
1~24,Alone,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,4,Cash,Yes,1,UGANDA,1
1~24,Alone,0,1,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,3,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,2,IRELAND,3
45~64,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,2
25~44,Blank,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,RWANDA,1
25~44,Alone,0,1,Other,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZAMBIA,1
25~44,Friends/Relatives,2,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,3,Cash,Yes,3,SPAIN,3
65+,Alone,1,0,Meetings and Conference,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,90,0,Cash,No,1,UGANDA,1
25~44,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,CONGO,1
1~24,Blank,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,No,1,UGANDA,1
45~64,Alone,1,0,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,SOUTH AFRICA,2
25~44,Alone,1,0,Business,Wildlife tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,7,0,Cash,No,1,ZAMBIA,2
25~44,Alone,0,1,Business,Hunting tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
45~64,Friends/Relatives,0,2,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,4,Cash,Yes,2,UNITED ARAB EMIRATES,1
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,5,Cash,Yes,2,UNITED STATES OF AMERICA,2
25~44,Children,0,3,Visiting Friends and Relatives,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,30,0,Cash,Yes,3,SWIZERLAND,3
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,17,5,Cash,Yes,1,POLAND,1
45~64,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,20,0,Cash,Yes,1,CANADA,1
1~24,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Cash,Yes,1,ITALY,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,2,4,Cash,Yes,2,SWIZERLAND,2
45~64,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,5,0,Cash,No,1,ZAMBIA,1
65+,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,4,Credit Card,Yes,2,AUSTRALIA,2
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Credit Card,Yes,2,UNITED STATES OF AMERICA,3
45~64,Friends/Relatives,3,3,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,7,7,Cash,Yes,6,GERMANY,4
25~44,Blank,0,1,Leisure and Holidays,Conference tourism,others,Independent,No,No,No,No,No,No,No,10,9,Cash,Yes,1,UNITED KINGDOM,1
25~44,Friends/Relatives,2,0,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,2,SOUTH AFRICA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,AUSTRALIA,3
25~44,Alone,1,0,Visiting Friends and Relatives,Conference tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,Cash,Yes,1,GERMANY,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,5,Cash,Yes,2,AUSTRALIA,2
65+,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,2,0,Cash,Yes,1,O-ASIA,3
1~24,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,3,Cash,Yes,1,GERMANY,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,2,ITALY,2
25~44,Alone,0,1,Business,Mountain climbing,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,3
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,4,Credit Card,Yes,2,UNITED KINGDOM,3
25~44,Friends/Relatives,3,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,10,4,Cash,Yes,3,AUSTRALIA,4
45~64,Spouse and Children,1,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,No,No,No,No,No,No,0,5,Credit Card,Yes,3,UNITED STATES OF AMERICA,3
25~44,Alone,1,0,Visiting Friends and Relatives,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZAMBIA,1
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,2,KENYA,2
45~64,Spouse,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,2,ZIMBABWE,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Credit Card,Yes,2,ITALY,3
45~64,Alone,0,1,Other,Hunting tourism,others,Independent,No,No,No,No,No,No,No,3,0,Cash,Yes,1,ZIMBABWE,1
25~44,Friends/Relatives,2,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,0,Cash,No,2,CANADA,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,2
45~64,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,4,ITALY,3
25~44,Alone,0,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,7,Cash,No,1,UGANDA,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,13,Cash,Yes,2,FRANCE,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,Cash,Yes,2,SPAIN,3
25~44,Friends/Relatives,0,2,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZAMBIA,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,Cash,Yes,2,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,0,11,Cash,Yes,2,FRANCE,4
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Cash,Yes,2,ITALY,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,0,4,Credit Card,Yes,2,SPAIN,2
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,15,5,Cash,No,2,FRANCE,4
25~44,Friends/Relatives,0,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,No,No,Yes,No,No,13,0,Cash,Yes,2,SWIZERLAND,3
1~24,Blank,1,0,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,23,7,Cash,Yes,1,DENMARK,2
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,No,No,No,7,4,Cash,Yes,1,BRAZIL,2
45~64,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,No,No,7,0,Credit Card,Yes,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,1,1,Meetings and Conference,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,5,2,Cash,Yes,2,INDIA,2
25~44,Friends/Relatives,2,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,4,Credit Card,Yes,2,UNITED STATES OF AMERICA,3
45~64,Friends/Relatives,2,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,Credit Card,Yes,3,UNITED STATES OF AMERICA,4
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Cash,Yes,1,ITALY,2
25~44,Blank,0,1,Business,Wildlife tourism,others,Independent,No,No,No,No,No,No,No,21,0,Credit Card,No,1,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Conference tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,0,Cash,Yes,2,UNITED KINGDOM,3
25~44,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Cash,Yes,1,ITALY,2
25~44,Alone,0,1,Leisure and Holidays,business,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,5,Credit Card,Yes,1,AUSTRALIA,2
25~44,Spouse,1,1,Leisure and Holidays,Cultural tourism,"Travel, agent, tour operator",Package Tour,Yes,No,Yes,Yes,No,No,No,0,7,Cash,Yes,2,FRANCE,2
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,3,Cash,Yes,1,UNITED STATES OF AMERICA,4
25~44,Blank,1,1,Leisure and Holidays,Cultural tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,7,Cash,Yes,2,ITALY,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Independent,Yes,Yes,Yes,Yes,No,No,No,0,9,Cash,No,2,ITALY,2
65+,Blank,1,0,Leisure and Holidays,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Credit Card,No,1,UNITED STATES OF AMERICA,2
25~44,Friends/Relatives,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Credit Card,No,4,SOUTH AFRICA,4
45~64,Alone,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Cash,No,1,PAKISTAN,2
25~44,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,0,Cash,Yes,1,UNITED KINGDOM,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Cash,Yes,2,SOUTH AFRICA,2
45~64,Children,2,1,Leisure and Holidays,Beach tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,3,SOUTH AFRICA,4
65+,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Cash,Yes,2,UNITED STATES OF AMERICA,4
25~44,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,KENYA,1
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,6,7,Cash,Yes,2,ITALY,3
25~44,Friends/Relatives,3,0,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,3,ZAMBIA,1
65+,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,4,0,Cash,Yes,1,ZAMBIA,2
25~44,Alone,0,1,Business,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,2
65+,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,4,3,Other,Yes,1,SOUTH AFRICA,2
1~24,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Cash,Yes,2,ITALY,2
45~64,Blank,0,1,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,O-AF,1
25~44,Blank,1,0,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,RWANDA,1
25~44,Friends/Relatives,0,2,Business,Beach tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZIMBABWE,1
25~44,Spouse,1,2,Visiting Friends and Relatives,Hunting tourism,others,Independent,No,No,No,No,No,No,No,3,0,Cash,No,3,KENYA,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Visiting Friends and Relatives,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Cash,Yes,1,UGANDA,1
45~64,Blank,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,7,Cash,Yes,1,ITALY,2
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
1~24,Blank,0,1,Visiting Friends and Relatives,Cultural tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,BURUNDI,1
45~64,Friends/Relatives,0,0,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,6,Cash,Yes,0,SPAIN,3
45~64,Alone,0,1,Business,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Cash,Yes,1,ZIMBABWE,1
25~44,Alone,0,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Cash,No,1,ZAMBIA,1
25~44,Spouse and Children,3,2,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,No,Yes,Yes,Yes,Yes,7,0,Cash,Yes,5,FRANCE,4
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Independent,No,No,No,No,No,No,No,14,6,Cash,Yes,2,FRANCE,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,4,Cash,Yes,2,UNITED STATES OF AMERICA,4
1~24,Spouse,1,1,Leisure and Holidays,Wildlife tourism,others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,7,5,Cash,No,2,UNITED STATES OF AMERICA,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,5,5,Cash,Yes,2,CHINA,2
25~44,Alone,1,0,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Cash,No,1,ZIMBABWE,1
25~44,Friends/Relatives,6,6,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,4,4,Credit Card,Yes,12,SPAIN,1
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,2,ITALY,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,6,Cash,Yes,2,UNITED STATES OF AMERICA,2
45~64,Spouse and Children,1,3,Leisure and Holidays,business,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,7,Credit Card,Yes,4,KENYA,2
25~44,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Cash,Yes,4,ITALY,3
25~44,Friends/Relatives,1,1,Leisure and Holidays,Wildlife tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,10,0,Cash,Yes,2,ITALY,3
25~44,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,Yes,1,AUSTRALIA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,2,IRELAND,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Cash,Yes,2,CANADA,3
65+,Alone,1,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,4,0,Cash,No,1,UNITED STATES OF AMERICA,2
45~64,Alone,0,1,Meetings and Conference,Mountain climbing,others,Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,KENYA,2
25~44,Spouse and Children,7,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,No,No,Yes,No,No,Yes,0,6,Cash,Yes,7,SPAIN,2
1~24,Alone,0,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,6,7,Cash,Yes,1,UNITED KINGDOM,1
25~44,Alone,0,1,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,No,No,14,0,Cash,No,1,UNITED KINGDOM,3
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Cash,Yes,2,UNITED KINGDOM,3
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,2,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Friends/Relatives,1,1,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Credit Card,Yes,2,SOUTH AFRICA,2
45~64,Blank,1,0,Meetings and Conference,Mountain climbing,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,6,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,0,7,Cash,Yes,2,ITALY,3
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,others,Independent,No,No,No,No,No,No,No,0,6,Cash,Yes,2,SOUTH AFRICA,2
25~44,Spouse,1,1,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,4,Cash,Yes,2,FRANCE,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,15,5,Cash,Yes,2,SPAIN,2
45~64,Spouse and Children,2,3,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,4,Cash,Yes,5,FRANCE,4
25~44,Friends/Relatives,0,2,Leisure and Holidays,Cultural tourism,others,Independent,No,No,No,No,No,No,No,4,6,Cash,Yes,2,SPAIN,2
45~64,Alone,0,1,Other,Hunting tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,No,1,ZIMBABWE,1
25~44,Blank,0,1,Meetings and Conference,business,others,Independent,No,No,No,No,No,No,No,0,10,Cash,Yes,1,AUSTRALIA,2
45~64,Friends/Relatives,2,4,Leisure and Holidays,business,others,Package Tour,Yes,No,Yes,Yes,No,No,No,0,14,Cash,Yes,6,GERMANY,2
45~64,Blank,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,1,AUSTRALIA,4
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,9,Cash,Yes,2,GERMANY,1
25~44,Alone,0,1,Leisure and Holidays,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,16,0,Cash,Yes,1,FRANCE,2
45~64,Blank,0,1,Leisure and Holidays,Mountain climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,1,Cash,No,1,OMAN,2
1~24,Alone,1,0,Leisure and Holidays,Conference tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,12,3,Cash,Yes,1,UNITED KINGDOM,2
25~44,Spouse,1,1,Leisure and Holidays,business,others,Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,2,ITALY,2
25~44,Spouse and Children,2,2,Leisure and Holidays,Beach tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Cash,Yes,4,ITALY,2
25~44,Alone,1,0,Leisure and Holidays,Conference tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,0,Cash,Yes,1,MALAYSIA,2
25~44,Blank,1,0,Leisure and Holidays,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,5,Cash,No,1,KENYA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Travellers Cheque,Yes,2,SINGAPORE,2
25~44,Blank,0,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Cash,Yes,1,UNITED STATES OF AMERICA,2
45~64,Children,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Cash,Yes,2,O-EEU,3
45~64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,3,KENYA,2
25~44,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,15,0,Cash,Yes,2,ITALY,2
45~64,Spouse,1,1,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Cash,Yes,2,GERMANY,2
45~64,Spouse and Children,1,2,Leisure and Holidays,Wildlife tourism,"Newspaper, magazines,brochures",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,0,Cash,Yes,3,GERMANY,3
25~44,Alone,1,0,Visiting Friends and Relatives,Hunting tourism,Trade fair,Independent,No,No,No,No,No,No,No,0,0,Cash,No,1,SPAIN,2
25~44,Alone,0,1,Business,Beach tourism,others,Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,1,ZIMBABWE,1
25~44,Blank,0,1,Visiting Friends and Relatives,Beach tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Cash,Yes,1,DRC,1
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Credit Card,Yes,1,AUSTRALIA,1
25~44,Alone,0,1,Visiting Friends and Relatives,Hunting tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,0,Cash,No,1,SOUTH AFRICA,2
25~44,Friends/Relatives,0,2,Business,Wildlife tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Cash,Yes,2,ZAMBIA,1
45~64,Alone,1,0,Leisure and Holidays,Wildlife tourism,"Travel, agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,0,Credit Card,Yes,1,AUSTRALIA,2
